iter	Passed	Remaining
575	120	88
576	120	88
577	121	88
578	121	88
579	121	88
580	121	87
581	121	87
582	122	87
583	122	87
584	122	86
585	122	86
586	122	86
587	123	86
588	123	86
589	123	85
590	123	85
591	123	85
592	124	85
593	124	85
594	124	84
595	124	84
596	125	84
597	125	84
598	125	83
599	125	83
600	125	83
601	126	83
602	126	83
603	126	82
604	126	82
605	126	82
606	127	82
607	127	82
608	127	81
609	127	81
610	127	81
611	128	81
612	128	81
613	128	80
614	128	80
615	129	80
616	129	80
617	129	80
618	129	79
619	130	79
620	130	79
621	130	79
622	130	79
623	131	78
624	131	78
625	131	78
626	131	78
627	131	78
628	132	77
629	132	77
630	132	77
631	132	77
632	133	77
633	133	76
634	133	76
635	133	76
636	134	76
637	134	76
638	134	75
639	134	75
640	134	75
641	135	75
642	135	75
643	135	75
644	135	74
645	136	74
646	136	74
647	136	74
648	136	73
649	136	73
650	137	73
651	137	73
652	137	73
653	137	72
654	138	72
655	138	72
656	138	72
657	138	72
658	139	71
659	139	71
660	139	71
661	139	71
662	139	71
663	140	70
664	140	70
665	140	70
666	140	70
667	141	70
668	141	69
669	141	69
670	141	69
671	142	69
672	142	69
673	142	68
674	142	68
675	142	68
676	143	68
677	143	68
678	143	67
679	143	67
680	144	67
681	144	67
682	144	67
683	144	66
684	145	66
685	145	66
686	145	66
687	145	66
688	145	65
689	146	65
690	146	65
691	146	65
692	146	65
693	146	64
694	147	64
695	147	64
696	147	64
697	147	63
698	148	63
699	148	63
700	148	63
701	148	63
702	149	62
703	149	62
704	149	62
705	149	62
706	149	62
707	150	61
708	150	61
709	150	61
710	150	61
711	151	61
712	151	60
713	151	60
714	151	60
715	151	60
716	152	60
717	152	59
718	152	59
719	152	59
720	153	59
721	153	59
722	153	58
723	153	58
724	154	58
725	154	58
726	154	58
727	154	57
728	154	57
729	155	57
730	155	57
731	155	56
732	155	56
733	155	56
734	156	56
735	156	56
736	156	55
737	156	55
738	157	55
739	157	55
740	157	55
741	157	54
742	158	54
743	158	54
744	158	54
745	158	54
746	158	53
747	159	53
748	159	53
749	159	53
750	159	52
751	160	52
752	160	52
753	160	52
754	161	52
755	161	52
756	161	51
757	161	51
758	161	51
759	162	51
760	162	51
761	162	50
762	162	50
763	163	50
764	163	50
765	163	49
766	163	49
767	164	49
768	164	49
769	164	49
770	164	48
771	165	48
772	165	48
773	165	48
774	165	48
775	165	47
776	166	47
777	166	47
778	166	47
779	166	47
780	166	46
781	167	46
782	167	46
783	167	46
784	167	45
785	168	45
786	168	45
787	168	45
788	168	45
789	169	44
790	169	44
791	169	44
792	169	44
793	170	44
794	170	43
795	170	43
796	171	43
797	171	43
798	171	43
799	171	42
800	171	42
801	172	42
802	172	42
803	172	42
804	172	41
805	173	41
806	173	41
807	173	41
808	173	41
809	173	40
810	174	40
811	174	40
812	174	40
813	174	39
814	175	39
815	175	39
816	175	39
817	175	39
818	176	38
819	176	38
820	176	38
821	176	38
822	177	38
823	177	37
824	177	37
825	177	37
826	178	37
827	178	37
828	178	36
829	178	36
830	179	36
831	179	36
832	179	36
833	179	35
834	180	35
835	180	35
836	180	35
837	180	34
838	181	34
839	181	34
840	181	34
841	181	34
842	182	33
843	182	33
844	182	33
845	182	33
846	183	33
847	183	32
848	183	32
849	183	32
850	184	32
851	184	32
852	184	31
853	184	31
854	185	31
855	185	31
856	185	30
857	185	30
858	186	30
859	186	30
860	186	30
861	186	29
862	187	29
863	187	29
864	187	29
865	187	29
866	188	28
867	188	28
868	188	28
869	188	28
870	189	28
871	189	27
872	189	27
873	189	27
874	190	27
875	190	26
876	190	26
877	190	26
878	191	26
879	191	26
880	191	25
881	191	25
882	192	25
883	192	25
884	192	25
885	192	24
886	193	24
887	193	24
888	193	24
889	193	23
890	194	23
891	194	23
892	194	23
893	194	23
894	195	22
895	195	22
896	195	22
897	195	22
898	196	22
899	196	21
900	196	21
901	196	21
902	196	21
903	197	20
904	197	20
905	197	20
906	197	20
907	198	20
908	198	19
909	198	19
910	198	19
911	199	19
912	199	19
913	199	18
914	199	18
915	200	18
916	200	18
917	200	17
918	200	17
919	201	17
920	201	17
921	201	17
922	201	16
923	202	16
924	202	16
925	202	16
926	202	15
927	203	15
928	203	15
929	203	15
930	203	15
931	204	14
932	204	14
933	204	14
934	204	14
935	205	14
936	205	13
937	205	13
938	205	13
939	206	13
940	206	12
941	206	12
942	206	12
943	206	12
944	207	12
945	207	11
946	207	11
947	207	11
948	208	11
949	208	10
950	208	10
951	208	10
952	208	10
953	209	10
954	209	9
955	209	9
956	209	9
957	210	9
958	210	8
959	210	8
960	210	8
961	211	8
962	211	8
963	211	7
964	211	7
965	211	7
966	212	7
967	212	7
968	212	6
969	212	6
970	213	6
971	213	6
972	213	5
973	213	5
974	214	5
975	214	5
976	214	5
977	214	4
978	214	4
979	215	4
980	215	4
981	215	3
982	216	3
983	216	3
984	216	3
985	216	3
986	216	2
987	217	2
988	217	2
989	217	2
990	217	1
991	218	1
992	218	1
993	218	1
994	218	1
995	219	0
996	219	0
997	219	0
998	219	0
999	219	0
