iter	Cox
489	-38.75978808
490	-38.74771008
491	-38.72297346
492	-38.67020868
493	-38.6524621
494	-38.62907174
495	-38.60068215
496	-38.57612056
497	-38.5480785
498	-38.52035962
499	-38.49295808
500	-38.46210265
501	-38.44984437
502	-38.43774509
503	-38.41357437
504	-38.40161164
505	-38.37863104
506	-38.35467223
507	-38.32761419
508	-38.30086427
509	-38.28378273
510	-38.2718184
511	-38.24536846
512	-38.21921627
513	-38.18894361
514	-38.17701186
515	-38.1652345
516	-38.14172991
517	-38.1191719
518	-38.10242391
519	-38.07663863
520	-38.04478677
521	-38.01505132
522	-38.00325677
523	-37.99161529
524	-37.97507492
525	-37.95292614
526	-37.92990193
527	-37.90468218
528	-37.87974383
529	-37.86809635
530	-37.83888549
531	-37.81709212
532	-37.7943813
533	-37.7827696
534	-37.75197861
535	-37.7358828
536	-37.68683453
537	-37.66438637
538	-37.65284585
539	-37.63693787
540	-37.61563479
541	-37.58544276
542	-37.53801902
543	-37.52225601
544	-37.49272652
545	-37.46437678
546	-37.44882188
547	-37.43728234
548	-37.39086064
549	-37.37539558
550	-37.34647534
551	-37.33114313
552	-37.30259605
553	-37.2911739
554	-37.2759496
555	-37.23074388
556	-37.20293852
557	-37.19160444
558	-37.17653463
559	-37.16532785
560	-37.14284121
561	-37.12157792
562	-37.07461671
563	-37.05959352
564	-37.03858371
565	-36.99156177
566	-36.97673296
567	-36.90783781
568	-36.89300097
569	-36.87223401
570	-36.86123436
571	-36.84656426
572	-36.8263141
573	-36.75866278
574	-36.73169637
575	-36.71711676
576	-36.65053611
577	-36.63594684
578	-36.61563519
579	-36.60595094
580	-36.5915593
581	-36.57169227
582	-36.50622563
583	-36.47970324
584	-36.46539983
585	-36.40095624
586	-36.38664156
587	-36.36677608
588	-36.35729238
589	-36.34317042
590	-36.33252296
591	-36.31290374
592	-36.2933118
593	-36.26854584
594	-36.25459194
595	-36.20993385
596	-36.18645269
597	-36.17261681
598	-36.10972721
599	-36.09587759
600	-36.07657959
601	-36.05275404
602	-36.03905889
603	-36.02855871
604	-36.01495866
605	-35.97201412
606	-35.94633239
607	-35.93276368
608	-35.91393672
609	-35.8912294
610	-35.87780554
611	-35.85897283
612	-35.85000854
613	-35.80763813
614	-35.7942426
615	-35.7756026
616	-35.76678983
617	-35.75806799
618	-35.73295636
619	-35.71442236
620	-35.70576288
621	-35.68731012
622	-35.67872904
623	-35.66046633
624	-35.65196209
625	-35.61042687
626	-35.58569277
627	-35.57728897
628	-35.56420798
629	-35.54595873
630	-35.52787938
631	-35.51957221
632	-35.51134941
633	-35.49343961
634	-35.48497169
635	-35.47686734
636	-35.45910581
637	-35.45076942
638	-35.40828099
639	-35.39056076
640	-35.38236019
641	-35.3743838
642	-35.35680977
643	-35.34890292
644	-35.33105189
645	-35.30701505
646	-35.29897536
647	-35.25893235
648	-35.24146769
649	-35.23369565
650	-35.21640224
651	-35.20854907
652	-35.19140595
653	-35.1756587
654	-35.16790515
655	-35.14430824
656	-35.13663628
657	-35.11959257
658	-35.1119806
659	-35.09452585
660	-35.08697764
661	-35.07003512
662	-35.06254342
663	-35.05510891
664	-35.03829953
665	-35.02298503
666	-35.00126
667	-34.97808568
668	-34.97067966
669	-34.95404895
670	-34.94671267
671	-34.90776549
672	-34.89122585
673	-34.88404152
674	-34.86764052
675	-34.85246718
676	-34.83008473
677	-34.80729489
678	-34.80012994
679	-34.78387976
680	-34.74566224
681	-34.73363999
682	-34.72664426
683	-34.71051493
684	-34.69561798
685	-34.67958362
686	-34.67264115
687	-34.65063348
688	-34.62826838
689	-34.59067833
690	-34.57880543
691	-34.55865625
692	-34.5517781
693	-34.54498787
694	-34.52322025
695	-34.5115368
696	-34.49080722
697	-34.47922163
698	-34.44202049
699	-34.42636289
700	-34.41967219
701	-34.39986308
702	-34.39319747
703	-34.3719696
704	-34.36046582
705	-34.35386522
706	-34.33847283
707	-34.32419281
708	-34.3039375
709	-34.28213666
710	-34.27554646
711	-34.23898304
712	-34.22759571
713	-34.212344
714	-34.20590617
715	-34.18664187
716	-34.16593048
717	-34.15947351
718	-34.15309831
719	-34.14194091
720	-34.12203064
721	-34.11096563
722	-34.09128593
723	-34.08031176
724	-34.04397775
725	-34.0226731
726	-34.01171275
727	-33.97600834
728	-33.96501489
729	-33.95019033
730	-33.94401481
731	-33.92930656
732	-33.91546522
733	-33.89601221
734	-33.88522232
735	-33.86599577
736	-33.85529512
737	-33.84082677
738	-33.82729973
739	-33.80836332
740	-33.7978118
741	-33.74354719
742	-33.73296985
743	-33.71224957
744	-33.70609157
745	-33.68744787
746	-33.67701964
747	-33.66668363
748	-33.61315686
749	-33.60279411
750	-33.58867506
751	-33.55362872
752	-33.5432584
753	-33.5229797
754	-33.51698409
755	-33.49861854
756	-33.48839522
757	-33.47826266
758	-33.42592839
759	-33.41576858
760	-33.39771036
761	-33.38763354
762	-33.37385914
763	-33.33945404
764	-33.32936789
765	-33.31571028
766	-33.30256884
767	-33.28477863
768	-33.27483593
769	-33.25508458
770	-33.24918804
771	-33.19809592
772	-33.18818443
773	-33.17836176
774	-33.16082758
775	-33.15108501
776	-33.10074947
777	-33.09097845
778	-33.07764217
779	-33.07187418
780	-33.05472293
781	-33.04270195
782	-33.03699137
783	-33.01975761
784	-33.01018007
785	-32.99089624
786	-32.95743767
787	-32.94786335
788	-32.93837462
789	-32.92128272
790	-32.91187107
791	-32.87875801
792	-32.86575702
793	-32.85883437
794	-32.8420898
795	-32.83048409
796	-32.82361592
797	-32.81216779
798	-32.7955736
799	-32.77397095
800	-32.76720577
801	-32.75028687
802	-32.74099471
803	-32.7234217
804	-32.71419664
805	-32.68152481
806	-32.66276857
807	-32.65354651
808	-32.62145701
809	-32.61219744
810	-32.59592137
811	-32.57847628
812	-32.5717675
813	-32.55465788
814	-32.54550762
815	-32.53891858
816	-32.49127324
817	-32.47271944
818	-32.46359219
819	-32.41665546
820	-32.40749919
821	-32.39842604
822	-32.38227315
823	-32.37327433
824	-32.36435658
825	-32.31798091
826	-32.3090331
827	-32.2931286
828	-32.28425368
829	-32.26586352
830	-32.2346897
831	-32.22581773
832	-32.21702609
833	-32.17160523
834	-32.16278353
835	-32.14707821
836	-32.13832878
837	-32.1262909
838	-32.0957847
839	-32.08702037
840	-32.07152188
841	-32.05032254
842	-32.03428583
843	-32.02771878
844	-32.00974539
845	-31.97973003
846	-31.97100052
847	-31.95513709
848	-31.94647194
849	-31.91684098
850	-31.90813907
851	-31.89630899
852	-31.88982104
853	-31.87460568
854	-31.85897373
855	-31.8525489
856	-31.83720721
857	-31.83088798
858	-31.81308865
859	-31.78373884
860	-31.77510848
861	-31.76655836
862	-31.75145879
863	-31.74297995
864	-31.69989165
865	-31.6913835
866	-31.67396088
867	-31.64523905
868	-31.63673595
869	-31.62831219
870	-31.61339205
871	-31.60503878
872	-31.59028142
873	-31.58199747
874	-31.57378999
875	-31.53141585
876	-31.52317819
877	-31.50863591
878	-31.50046619
879	-31.48922561
880	-31.47782218
881	-31.43609943
882	-31.4190453
883	-31.41093722
884	-31.36980815
885	-31.36166997
886	-31.35360771
887	-31.33938061
888	-31.33138475
889	-31.29080177
890	-31.28277542
891	-31.26605166
892	-31.23827038
893	-31.23024526
894	-31.22229533
895	-31.20822803
896	-31.20034389
897	-31.16054851
898	-31.15263393
899	-31.14175016
900	-31.12088143
901	-31.11454061
902	-31.10065211
903	-31.09282396
904	-31.0790833
905	-31.07131952
906	-31.0439058
907	-31.02757685
908	-31.01981364
909	-30.9928877
910	-30.98214574
911	-30.97584501
912	-30.96184107
913	-30.94146354
914	-30.93037377
915	-30.91645774
916	-30.89643015
917	-30.88869659
918	-30.87509289
919	-30.86742317
920	-30.8287972
921	-30.82109739
922	-30.81346951
923	-30.80005435
924	-30.79248904
925	-30.75436166
926	-30.73835107
927	-30.71223636
928	-30.70456976
929	-30.6969754
930	-30.68652612
931	-30.67574657
932	-30.65488298
933	-30.63911687
934	-30.61326379
935	-30.60572356
936	-30.5953428
937	-30.56649325
938	-30.54582517
939	-30.53547375
940	-30.52806545
941	-30.50781943
942	-30.48246218
943	-30.46887605
944	-30.46147376
945	-30.44856427
946	-30.44122379
947	-30.42595074
948	-30.40082796
949	-30.3934868
950	-30.38338961
951	-30.35535707
952	-30.33530972
953	-30.32523943
954	-30.29756532
955	-30.27782007
956	-30.27062284
957	-30.25029303
958	-30.23113409
959	-30.21790387
960	-30.19328866
961	-30.18611503
962	-30.16723304
963	-30.15251136
964	-30.12830677
965	-30.12113209
966	-30.10804658
967	-30.10098007
968	-30.08226191
969	-30.05830851
970	-30.04532301
971	-30.03825985
972	-30.01980896
973	-30.00535117
974	-29.97864463
975	-29.96034928
976	-29.95340096
977	-29.91929819
978	-29.91231905
979	-29.90258762
980	-29.876315
981	-29.85845216
982	-29.84874454
983	-29.83122453
984	-29.81842471
985	-29.79521281
986	-29.7882901
987	-29.7814342
988	-29.74843578
989	-29.73430574
990	-29.72745376
991	-29.70186265
992	-29.68454809
993	-29.66756157
994	-29.65487703
995	-29.64813857
996	-29.6313888
997	-29.60874962
998	-29.59483509
999	-29.58809155
